selected_ev,distance_km,electricity_price_per_kwh,ice_eff_l_per_100km,petrol_price_per_l,ev_trip_cost,ice_trip_cost,savings_ice_minus_ev,ev_co2_kg,ice_co2_kg,co2_saved_kg,state_elec,state_petrol,notes
Audi Q8 Q8 e-tron quattro,300.0,0.34,9.36,89.99,15.3,2526.92,2511.62,31.5,64.86,33.36,NT,ACT,
Audi Q8 Q8 e-tron quattro,300.0,0.301,11.16,1.94,13.54,64.95,51.41,31.5,77.34,45.84,SA,NT,
BYD DOLPHIN PERFORMANCE,400.0,0.329,8.0,89.99,19.74,2879.68,2859.94,42.0,73.92,31.92,SA,SA,
MG ZS EV 72kWh,250.0,0.6,9.96,1.81,22.5,45.07,22.57,26.25,57.52,31.27,QLD,SA,
MG MG4 64kWh EV 4WD,500.0,0.359,10.42,189.74,26.92,9885.45,9858.53,52.5,120.35,67.85,WA,VIC,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range,150.0,0.352,10.84,1.99,7.92,32.36,24.44,15.75,37.56,21.81,TAS,SA,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,500.0,0.3,9.39,2.05,22.5,96.25,73.75,52.5,108.45,55.95,NT,NSW,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,300.0,0.34,7.66,89.99,15.3,2067.97,2052.67,31.5,53.08,21.58,ACT,SA,
Cupra Born Born 77kWh 5 seat,300.0,0.257,7.66,89.99,11.56,2067.97,2056.41,31.5,53.08,21.58,WA,VIC,ICE fetch failed; manual entry path simulated
BYD DOLPHIN PERFORMANCE,100.0,0.6,6.7,189.74,9.0,1271.26,1262.26,10.5,15.48,4.98,WA,NSW,
MG MG4 51kWh EV RWD ,100.0,0.6,7.42,1.98,9.0,14.69,5.69,10.5,17.14,6.64,QLD,TAS,
Ford Mach-E Select LFP RWD,300.0,0.274,7.17,89.99,12.33,1935.68,1923.35,31.5,49.69,18.19,NT,SA,
GWM Ora Standard Range,250.0,0.328,7.78,1.71,12.3,33.26,20.96,26.25,44.93,18.68,ACT,SA,
Mercedes-Benz EQE Class EQE 350 4MATIC,250.0,0.6,8.4,1.88,22.5,39.48,16.98,26.25,48.51,22.26,VIC,SA,
MG ZS EV 72kWh,300.0,0.35,8.95,2.07,15.75,55.58,39.83,31.5,62.02,30.52,QLD,WA,
Ford Mach-E Premium 4P RWD,400.0,0.07,8.72,189.74,4.2,6618.13,6613.93,42.0,80.57,38.57,QLD,SA,
Kia EV6 GT,400.0,0.6,7.64,1.91,36.0,58.37,22.37,42.0,70.59,28.59,NSW,WA,
Lexus RZ 450e,200.0,0.234,8.61,2.35,7.02,40.47,33.45,21.0,39.78,18.78,SA,QLD,
Tesla Model 3 Long Range H5LDB,100.0,0.6,7.99,189.74,9.0,1516.02,1507.02,10.5,18.46,7.96,NT,NT,
MG MG4 51kWh EV RWD ,200.0,0.07,6.88,2.1,2.1,28.9,26.8,21.0,31.79,10.79,VIC,TAS,
GWM Ora Standard Range,150.0,0.303,50.0,89.99,6.82,6749.25,6742.43,15.75,173.25,157.5,VIC,NT,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,300.0,0.317,6.52,89.99,14.27,1760.2,1745.94,31.5,45.18,13.68,NSW,VIC,
Audi Q8 Q8 e-tron quattro Sportback,250.0,0.1,8.58,0.01,3.75,0.21,-3.54,26.25,49.55,23.3,WA,NT,
Peugeot Partner  ePARTNER PRO LONG,250.0,0.6,999.0,1.81,22.5,4520.48,4497.98,26.25,5769.23,5742.98,NT,SA,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (20 Alloys)""",100.0,0.345,7.67,0.01,5.17,0.08,-5.1,10.5,17.72,7.22,TAS,ACT,
Volvo C40 Recharge,150.0,0.6,0.5,2.32,13.5,1.74,-11.76,15.75,1.73,-14.02,SA,ACT,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,300.0,0.31,999.0,189.74,13.95,568650.78,568636.83,31.5,6923.07,6891.57,NT,NT,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (20 Alloys)""",150.0,0.6,0.5,0.01,13.5,0.01,-13.49,15.75,1.73,-14.02,QLD,TAS,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range,100.0,0.253,10.57,1.83,3.79,19.34,15.55,10.5,24.42,13.92,VIC,NSW,
Fiat 500e FWD 87 kW 42 kWh,250.0,0.274,7.27,0.01,10.28,0.18,-10.09,26.25,41.98,15.73,TAS,WA,
Rolls-Royce Spectre Coupe,250.0,0.6,10.46,89.99,22.5,2353.24,2330.74,26.25,60.41,34.16,NSW,TAS,ICE fetch failed; manual entry path simulated
Lexus RZ 450e,500.0,0.352,9.99,1.8,26.4,89.91,63.51,52.5,115.38,62.88,WA,QLD,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,500.0,0.07,8.51,189.74,5.25,8073.44,8068.19,52.5,98.29,45.79,VIC,QLD,
MG ZS EV 72kWh,400.0,0.07,8.8,89.99,4.2,3167.65,3163.45,42.0,81.31,39.31,NSW,ACT,
Lexus UX 300e,300.0,0.6,7.87,1.98,27.0,46.75,19.75,31.5,54.54,23.04,SA,WA,
Kia EV6 GT,400.0,0.1,0.5,2.07,6.0,4.14,-1.86,42.0,4.62,-37.38,TAS,QLD,ICE fetch failed; manual entry path simulated
Lexus UX 300e,150.0,0.1,2018.0,0.01,2.25,30.27,28.02,15.75,6992.37,6976.62,QLD,TAS,ICE fetch failed; manual entry path simulated
Tesla Model 3 Long Range H5LDB,300.0,0.443,6.21,2.19,19.93,40.8,20.86,31.5,43.04,11.54,SA,NT,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,300.0,0.07,9.7,0.01,3.15,0.29,-2.86,31.5,67.22,35.72,NSW,SA,
"Cupra Born 77kWh 4 seat (20 Alloys)""",250.0,0.244,7.56,189.74,9.15,3586.09,3576.94,26.25,43.66,17.41,TAS,NSW,
Fiat 500e FWD 87 kW 42 kWh,150.0,0.326,8.29,1.81,7.33,22.51,15.17,15.75,28.72,12.97,NT,TAS,
Rolls-Royce Spectre Coupe,400.0,0.332,10.85,89.99,19.92,3905.57,3885.65,42.0,100.25,58.25,NSW,NT,
Audi Q8 Q8 e-tron quattro,200.0,0.07,9.28,0.01,2.1,0.19,-1.91,21.0,42.87,21.87,SA,VIC,
MG ZS EV 72kWh,200.0,0.1,9.05,2.05,3.0,37.1,34.1,21.0,41.81,20.81,WA,ACT,
Rolls-Royce Spectre Black Badge Coupe,500.0,0.1,11.26,0.01,7.5,0.56,-6.94,52.5,130.05,77.55,TAS,ACT,
BMW X1 iX1 xDrive30,500.0,0.07,7.12,1.89,5.25,67.28,62.03,52.5,82.24,29.74,VIC,SA,
MG MG4 77kWh EV RWD,100.0,0.6,7.75,2.17,9.0,16.82,7.82,10.5,17.9,7.4,SA,WA,
BYD SEAL Dynamic,100.0,0.298,7.81,89.99,4.47,702.82,698.35,10.5,18.04,7.54,NT,SA,
Peugeot 2008 e2008 GT,300.0,0.395,2018.0,2.09,17.78,12652.86,12635.08,31.5,13984.74,13953.24,NT,NSW,ICE fetch failed; manual entry path simulated
BYD SEAL PERFORMANCE,150.0,0.6,10.75,1.77,13.5,28.54,15.04,15.75,37.25,21.5,ACT,NSW,
BYD DOLPHIN PERFORMANCE,250.0,0.283,2018.0,2.14,10.61,10796.3,10785.69,26.25,11653.95,11627.7,NSW,QLD,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQE SUV AMG EQE 53 4MATIC+ SUV,200.0,0.6,9.44,189.74,18.0,3582.29,3564.29,21.0,43.61,22.61,ACT,VIC,
MG MG4 64kWh EV RWD ,200.0,0.1,10.84,1.82,3.0,39.46,36.46,21.0,50.08,29.08,NT,SA,
Kia EV9 Air RWD,250.0,0.07,9.98,189.74,2.63,4734.01,4731.39,26.25,57.63,31.38,VIC,NT,
Kia EV9 Air RWD,500.0,0.33,5.88,189.74,24.75,5578.36,5553.61,52.5,67.91,15.41,VIC,VIC,
Rolls-Royce Spectre Coupe,400.0,0.403,6.24,89.99,24.18,2246.15,2221.97,42.0,57.66,15.66,TAS,VIC,
Peugeot Partner  ePARTNER PRO LONG,500.0,0.6,10.75,89.99,45.0,4836.96,4791.96,52.5,124.16,71.66,VIC,WA,
Volvo XC40 Recharge Twin,150.0,0.363,11.46,89.99,8.17,1546.93,1538.76,15.75,39.71,23.96,TAS,NSW,
Mercedes-Benz EQS 500 4MATIC,400.0,0.377,7.72,189.74,22.62,5859.17,5836.55,42.0,71.33,29.33,ACT,NT,
BYD DOLPHIN Dynamic,150.0,0.375,0.5,0.01,8.44,0.01,-8.43,15.75,1.73,-14.02,SA,ACT,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,250.0,0.1,7.44,2.03,3.75,37.76,34.01,26.25,42.97,16.72,SA,TAS,
MG ZS EV 72kWh,200.0,0.6,10.23,89.99,18.0,1841.2,1823.2,21.0,47.26,26.26,QLD,WA,
Mercedes-Benz EQE SUV AMG EQE 53 4MATIC+ SUV,300.0,0.07,8.04,2.16,3.15,52.1,48.95,31.5,55.72,24.22,ACT,VIC,
Mercedes-Benz EQE Class EQE 300,300.0,0.262,8.18,2.09,11.79,51.29,39.5,31.5,56.69,25.19,NT,ACT,
Lexus UX 300e,200.0,0.288,7.73,189.74,8.64,2933.38,2924.74,21.0,35.71,14.71,WA,NT,
Volvo C40 Recharge Twin,500.0,0.6,8.47,189.74,45.0,8035.49,7990.49,52.5,97.83,45.33,QLD,VIC,
Rolls-Royce Spectre Black Badge Coupe,250.0,0.318,6.91,1.88,11.93,32.48,20.55,26.25,39.91,13.66,QLD,ACT,
Rolls-Royce Spectre Coupe,400.0,0.07,0.5,89.99,4.2,179.98,175.78,42.0,4.62,-37.38,VIC,NT,ICE fetch failed; manual entry path simulated
MG ZS EV 72kWh,150.0,0.319,8.46,1.96,7.18,24.87,17.69,15.75,29.31,13.56,VIC,QLD,ICE fetch failed; manual entry path simulated
GWM Ora Standard Range,150.0,0.328,6.76,0.01,7.38,0.1,-7.28,15.75,23.42,7.67,VIC,VIC,
BYD DOLPHIN PERFORMANCE,100.0,0.07,7.58,0.01,1.05,0.08,-0.97,10.5,17.51,7.01,NT,TAS,
BMW 7 Series i7 M70 xDrive,200.0,0.07,50.0,89.99,2.1,8999.0,8996.9,21.0,231.0,210.0,QLD,NSW,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,200.0,0.331,9.57,0.01,9.93,0.19,-9.74,21.0,44.21,23.21,WA,SA,
Audi Q8 Q8 e-tron quattro,100.0,0.1,9.7,2.22,1.5,21.53,20.03,10.5,22.41,11.91,ACT,NSW,
Mercedes-Benz EQE 53 AMG 4MATIC+,300.0,0.1,11.11,2.13,4.5,70.99,66.49,31.5,76.99,45.49,QLD,NT,
Lexus RZ 450e,500.0,0.6,10.0,2.03,45.0,101.5,56.5,52.5,115.5,63.0,WA,ACT,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQE Class EQE 350 4MATIC,200.0,0.6,9.26,2.03,18.0,37.6,19.6,21.0,42.78,21.78,TAS,VIC,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,100.0,0.266,7.52,89.99,3.99,676.72,672.73,10.5,17.37,6.87,ACT,NT,
MG ZS EV 72kWh,100.0,0.342,6.93,89.99,5.13,623.63,618.5,10.5,16.01,5.51,WA,QLD,
Volvo C40 Recharge Twin,100.0,0.1,8.38,1.69,1.5,14.16,12.66,10.5,19.36,8.86,WA,ACT,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,400.0,0.6,999.0,1.72,36.0,6873.12,6837.12,42.0,9230.76,9188.76,TAS,ACT,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,100.0,0.261,8.66,89.99,3.92,779.31,775.4,10.5,20.0,9.5,NSW,TAS,
MG ZS EV 72kWh,200.0,0.381,8.97,2.04,11.43,36.6,25.17,21.0,41.44,20.44,QLD,ACT,
BYD SEAL PERFORMANCE,250.0,0.6,7.49,189.74,22.5,3552.88,3530.38,26.25,43.25,17.0,TAS,SA,
Tesla Model 3 RWD H6LRB,150.0,0.321,6.49,0.01,7.22,0.1,-7.13,15.75,22.49,6.74,WA,VIC,
Audi Q8 Q8 e-tron quattro Sportback,100.0,0.329,8.29,189.74,4.94,1572.94,1568.01,10.5,19.15,8.65,ACT,SA,
"Cupra Born 77kWh 4 seat (19 Alloys)""",250.0,0.373,6.95,0.01,13.99,0.17,-13.81,26.25,40.14,13.89,ACT,VIC,
"Cupra Born 77kWh 4 seat (19 Alloys)""",250.0,0.363,8.45,0.01,13.61,0.21,-13.4,26.25,48.8,22.55,SA,NSW,ICE fetch failed; manual entry path simulated
BYD SEAL PREMIUM,400.0,0.356,10.34,2.11,21.36,87.27,65.91,42.0,95.54,53.54,WA,NSW,
BYD DOLPHIN PERFORMANCE,300.0,0.323,8.92,1.84,14.54,49.24,34.7,31.5,61.82,30.32,VIC,QLD,
Fiat 500e FWD 87 kW 42 kWh,500.0,0.364,8.93,0.01,27.3,0.45,-26.85,52.5,103.14,50.64,NSW,TAS,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,500.0,0.07,9.97,1.89,5.25,94.22,88.97,52.5,115.15,62.65,WA,NT,
Rolls-Royce Spectre Coupe,300.0,0.6,8.71,1.98,27.0,51.74,24.74,31.5,60.36,28.86,TAS,ACT,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,300.0,0.6,7.84,1.78,27.0,41.87,14.87,31.5,54.33,22.83,NSW,NSW,
Mercedes-Benz EQE 53 AMG 4MATIC+,100.0,0.1,10.14,2.19,1.5,22.21,20.71,10.5,23.42,12.92,NT,NSW,ICE fetch failed; manual entry path simulated
GWM Ora Standard Range,250.0,0.257,11.57,2.04,9.64,59.01,49.37,26.25,66.82,40.57,WA,NSW,
Tesla Model 3 Long Range H5LDB,400.0,0.1,10.63,0.01,6.0,0.43,-5.57,42.0,98.22,56.22,NSW,QLD,
Volvo XC40 Recharge,150.0,0.1,8.31,89.99,2.25,1121.73,1119.48,15.75,28.79,13.04,ACT,QLD,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,300.0,0.6,8.42,1.79,27.0,45.22,18.22,31.5,58.35,26.85,SA,TAS,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,300.0,0.318,8.41,89.99,14.31,2270.45,2256.14,31.5,58.28,26.78,TAS,SA,
Fiat 500e FWD 87 kW 42 kWh,500.0,0.4,9.4,2.04,30.0,95.88,65.88,52.5,108.57,56.07,WA,WA,
Ford Mach-E Select LFP RWD,200.0,0.239,8.33,2.08,7.17,34.65,27.48,21.0,38.48,17.48,VIC,QLD,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.6,8.81,2.11,36.0,74.36,38.36,42.0,81.4,39.4,NSW,ACT,ICE fetch failed; manual entry path simulated
BYD DOLPHIN PERFORMANCE,200.0,0.335,7.25,2.21,10.05,32.04,21.99,21.0,33.49,12.49,QLD,WA,
MG ZS EV 72kWh,500.0,0.6,5.95,1.96,45.0,58.31,13.31,52.5,68.72,16.22,VIC,TAS,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,100.0,0.272,9.52,1.84,4.08,17.52,13.44,10.5,21.99,11.49,ACT,NSW,ICE fetch failed; manual entry path simulated
Kia EV6 GT,500.0,0.312,9.25,1.81,23.4,83.71,60.31,52.5,106.84,54.34,ACT,VIC,
GWM Ora Extended Range,150.0,0.312,9.75,0.01,7.02,0.15,-6.87,15.75,33.78,18.03,ACT,NSW,
Tesla Model 3 RWD H6LRB,150.0,0.6,8.64,189.74,13.5,2459.03,2445.53,15.75,29.94,14.19,VIC,NT,
Cupra Born Born 77kWh 5 seat,150.0,0.372,11.55,0.01,8.37,0.17,-8.2,15.75,40.02,24.27,SA,QLD,
Tesla Model 3 Long Range H5LDB,100.0,0.1,6.11,0.01,1.5,0.06,-1.44,10.5,14.11,3.61,ACT,TAS,
GWM Ora Standard Range,500.0,0.346,10.41,189.74,25.95,9875.97,9850.02,52.5,120.24,67.74,ACT,NT,
MG MG4 64kWh EV RWD LUX ,400.0,0.07,11.25,1.94,4.2,87.3,83.1,42.0,103.95,61.95,NSW,VIC,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,400.0,0.307,7.19,1.95,18.42,56.08,37.66,42.0,66.44,24.44,QLD,SA,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.322,8.43,189.74,4.83,1599.51,1594.68,10.5,19.47,8.97,NSW,SA,
Audi Q8 Q8 e-tron quattro,250.0,0.1,8.29,0.01,3.75,0.21,-3.54,26.25,47.87,21.62,SA,WA,
BMW X1 iX1 xDrive30,200.0,0.07,6.0,0.01,2.1,0.12,-1.98,21.0,27.72,6.72,SA,NT,
Kia EV6 GT,100.0,0.1,9.33,2.11,1.5,19.69,18.19,10.5,21.55,11.05,VIC,VIC,
Rolls-Royce Spectre Coupe,150.0,0.265,11.15,189.74,5.96,3173.4,3167.44,15.75,38.63,22.88,NT,QLD,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,250.0,0.263,8.45,1.88,9.86,39.71,29.85,26.25,48.8,22.55,QLD,NSW,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,500.0,0.07,9.15,89.99,5.25,4117.04,4111.79,52.5,105.68,53.18,WA,VIC,
Volvo C40 Recharge Twin,500.0,0.422,8.19,1.85,31.65,75.76,44.11,52.5,94.59,42.09,NSW,QLD,
BYD DOLPHIN Dynamic,200.0,0.26,7.14,1.96,7.8,27.99,20.19,21.0,32.99,11.99,VIC,VIC,
"Kia EV9 Earth AWD 19"",0""",150.0,0.324,2018.0,89.99,7.29,272399.73,272392.44,15.75,6992.37,6976.62,SA,NSW,ICE fetch failed; manual entry path simulated
Ford Mach-E Premium LFP AWD,400.0,0.346,11.48,1.84,20.76,84.49,63.73,42.0,106.08,64.08,TAS,NSW,ICE fetch failed; manual entry path simulated
Cupra Born Born 77kWh 5 seat,400.0,0.309,9.13,89.99,18.54,3286.43,3267.89,42.0,84.36,42.36,QLD,NT,
Peugeot 2008 e2008 GT,400.0,0.317,8.4,2.01,19.02,67.54,48.52,42.0,77.62,35.62,WA,TAS,
MG MG4 77kWh EV RWD,200.0,0.347,8.45,2.14,10.41,36.17,25.76,21.0,39.04,18.04,WA,ACT,
"Kia EV9 Earth AWD 19"",0""",100.0,0.304,8.12,89.99,4.56,730.72,726.16,10.5,18.76,8.26,VIC,VIC,ICE fetch failed; manual entry path simulated
GWM Ora Standard Range,500.0,0.6,9.06,1.86,45.0,84.26,39.26,52.5,104.64,52.14,QLD,TAS,
"Cupra Born 77kWh 4 seat (19 Alloys)""",300.0,0.261,8.54,2.23,11.75,57.13,45.39,31.5,59.18,27.68,TAS,WA,
GWM Ora Extended Range GT,300.0,0.316,8.2,0.01,14.22,0.25,-13.97,31.5,56.83,25.33,ACT,SA,
GWM Ora Extended Range,150.0,0.6,10.08,1.93,13.5,29.18,15.68,15.75,34.93,19.18,SA,NSW,
Volvo XC40 Recharge,150.0,0.228,9.07,2.21,5.13,30.07,24.94,15.75,31.43,15.68,NSW,ACT,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,500.0,0.07,9.06,2.12,5.25,96.04,90.79,52.5,104.64,52.14,TAS,WA,
"Kia EV9 Earth AWD 20"",0""",250.0,0.1,7.65,189.74,3.75,3628.78,3625.03,26.25,44.18,17.93,NT,VIC,
Peugeot Partner  ePARTNER PRO LONG,300.0,0.1,10.05,2.27,4.5,68.44,63.94,31.5,69.65,38.15,NT,WA,
GWM Ora Extended Range,200.0,0.6,11.94,2.07,18.0,49.43,31.43,21.0,55.16,34.16,ACT,NSW,
Tesla Model 3 Long Range H5LDB,150.0,0.1,8.69,0.01,2.25,0.13,-2.12,15.75,30.11,14.36,SA,QLD,ICE fetch failed; manual entry path simulated
Ford Mach-E Premium 4P RWD,150.0,0.6,9.18,0.01,13.5,0.14,-13.36,15.75,31.81,16.06,SA,QLD,
"Cupra Born 77kWh 4 seat (19 Alloys)""",500.0,0.376,8.24,189.74,28.2,7817.29,7789.09,52.5,95.17,42.67,QLD,ACT,
MG MG4 77kWh EV RWD,100.0,0.07,11.85,2.09,1.05,24.77,23.72,10.5,27.37,16.87,NT,VIC,
MG MG4 64kWh EV RWD ,250.0,0.271,6.7,1.87,10.16,31.32,21.16,26.25,38.69,12.44,TAS,WA,
BMW 7 Series i7 M70 xDrive,250.0,0.6,8.9,189.74,22.5,4221.72,4199.22,26.25,51.4,25.15,TAS,NSW,ICE fetch failed; manual entry path simulated
BYD SEAL Dynamic,500.0,0.266,8.69,189.74,19.95,8244.2,8224.25,52.5,100.37,47.87,NSW,VIC,
Lexus RZ 450e,300.0,0.382,10.04,0.01,17.19,0.3,-16.89,31.5,69.58,38.08,TAS,NT,
Tesla Model 3 RWD H6LRB,250.0,0.415,7.98,2.29,15.56,45.69,30.12,26.25,46.08,19.83,NT,TAS,ICE fetch failed; manual entry path simulated
BYD DOLPHIN Dynamic,150.0,0.6,8.27,189.74,13.5,2353.72,2340.22,15.75,28.66,12.91,NSW,WA,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,100.0,0.1,8.14,189.74,1.5,1544.48,1542.98,10.5,18.8,8.3,SA,SA,
Kia EV6 GT,200.0,0.374,2018.0,2.25,11.22,9081.0,9069.78,21.0,9323.16,9302.16,VIC,WA,ICE fetch failed; manual entry path simulated
Fiat 500e FWD 87 kW 42 kWh,200.0,0.288,8.54,189.74,8.64,3240.76,3232.12,21.0,39.45,18.45,NSW,NT,
Peugeot 2008 e2008 GT,500.0,0.1,5.86,1.99,7.5,58.31,50.81,52.5,67.68,15.18,SA,NT,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range GT,300.0,0.6,7.3,0.01,27.0,0.22,-26.78,31.5,50.59,19.09,QLD,NSW,
"Kia EV9 Earth AWD 19"",0""",200.0,0.1,11.03,2.03,3.0,44.78,41.78,21.0,50.96,29.96,TAS,NSW,
BYD DOLPHIN Dynamic,250.0,0.1,8.13,1.97,3.75,40.04,36.29,26.25,46.95,20.7,NT,SA,
BMW 7 Series i7 M70 xDrive,150.0,0.1,7.5,2.26,2.25,25.42,23.17,15.75,25.99,10.24,NT,WA,
Volvo XC40 Recharge Twin,100.0,0.1,10.43,1.98,1.5,20.65,19.15,10.5,24.09,13.59,SA,QLD,
MG ZS EV 72kWh,500.0,0.36,8.58,1.84,27.0,78.94,51.94,52.5,99.1,46.6,NT,NSW,
Mercedes-Benz EQE 300,400.0,0.327,7.44,89.99,19.62,2678.1,2658.48,42.0,68.75,26.75,TAS,NSW,ICE fetch failed; manual entry path simulated
Cupra Born Born 77kWh 5 seat,300.0,0.07,7.9,89.99,3.15,2132.76,2129.61,31.5,54.75,23.25,WA,TAS,
"Cupra Born 77kWh 4 seat (20 Alloys)""",150.0,0.388,50.0,2.13,8.73,159.75,151.02,15.75,173.25,157.5,WA,VIC,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro,200.0,0.315,7.29,2.14,9.45,31.2,21.75,21.0,33.68,12.68,WA,NT,
BYD SEAL PERFORMANCE,300.0,0.279,9.17,89.99,12.56,2475.62,2463.07,31.5,63.55,32.05,NSW,SA,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,400.0,0.343,8.79,1.82,20.58,63.99,43.41,42.0,81.22,39.22,NSW,VIC,
Fiat 500e FWD 87 kW 42 kWh,300.0,0.6,9.41,1.83,27.0,51.66,24.66,31.5,65.21,33.71,ACT,NT,ICE fetch failed; manual entry path simulated
Lexus RZ 450e,200.0,0.348,6.37,1.99,10.44,25.35,14.91,21.0,29.43,8.43,ACT,WA,
GWM Ora Extended Range,300.0,0.28,8.58,1.68,12.6,43.24,30.64,31.5,59.46,27.96,ACT,QLD,
Ford Mach-E Select LFP RWD,200.0,0.347,7.84,1.93,10.41,30.26,19.85,21.0,36.22,15.22,ACT,NSW,
"Kia EV9 Earth AWD 20"",0""",500.0,0.1,8.72,0.01,7.5,0.44,-7.06,52.5,100.72,48.22,TAS,NSW,
GWM Ora Extended Range,100.0,0.07,8.63,1.97,1.05,17.0,15.95,10.5,19.94,9.44,NSW,NT,
BMW 5 Series i5 eDrive40,400.0,0.255,7.45,2.19,15.3,65.26,49.96,42.0,68.84,26.84,TAS,NT,
Ford Mach-E Premium LFP AWD,200.0,0.07,7.23,1.76,2.1,25.45,23.35,21.0,33.4,12.4,QLD,NSW,
MG MG4 64kWh EV 4WD,150.0,0.1,8.54,1.96,2.25,25.11,22.86,15.75,29.59,13.84,ACT,SA,
Peugeot 2008 e2008 GT,500.0,0.377,9.38,0.01,28.27,0.47,-27.81,52.5,108.34,55.84,SA,NT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",200.0,0.1,8.37,1.84,3.0,30.8,27.8,21.0,38.67,17.67,TAS,ACT,
Kia EV6 GT,400.0,0.1,8.52,189.74,6.0,6466.34,6460.34,42.0,78.72,36.72,NSW,WA,
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.07,7.85,1.78,4.2,55.89,51.69,42.0,72.53,30.53,NT,QLD,
Volvo XC40 Recharge,150.0,0.07,10.09,1.9,1.58,28.76,27.18,15.75,34.96,19.21,NT,TAS,
Tesla Model 3 RWD H6LRB,400.0,0.1,0.5,2.31,6.0,4.62,-1.38,42.0,4.62,-37.38,WA,TAS,ICE fetch failed; manual entry path simulated
Lexus UX 300e,200.0,0.1,7.53,189.74,3.0,2857.48,2854.48,21.0,34.79,13.79,ACT,WA,
Cupra Born Born 77kWh 5 seat,400.0,0.6,0.5,189.74,36.0,379.48,343.48,42.0,4.62,-37.38,TAS,WA,ICE fetch failed; manual entry path simulated
BYD DOLPHIN Dynamic,300.0,0.07,8.53,89.99,3.15,2302.84,2299.69,31.5,59.11,27.61,VIC,QLD,
Rolls-Royce Spectre Black Badge Coupe,100.0,0.1,8.26,0.01,1.5,0.08,-1.42,10.5,19.08,8.58,WA,SA,
Lexus UX 300e,100.0,0.1,8.82,2.12,1.5,18.7,17.2,10.5,20.37,9.87,SA,NSW,
BMW 7 Series i7 M70 xDrive,400.0,0.6,8.86,89.99,36.0,3189.25,3153.25,42.0,81.87,39.87,TAS,NT,
Audi Q8 Q8 e-tron quattro,300.0,0.6,6.51,0.01,27.0,0.2,-26.8,31.5,45.11,13.61,QLD,ACT,ICE fetch failed; manual entry path simulated
Lexus UX 300e,100.0,0.1,11.13,1.7,1.5,18.92,17.42,10.5,25.71,15.21,VIC,QLD,
MG ZS EV 72kWh,500.0,0.07,10.46,0.01,5.25,0.52,-4.73,52.5,120.81,68.31,SA,QLD,
BYD DOLPHIN PERFORMANCE,150.0,0.304,0.5,1.74,6.84,1.3,-5.54,15.75,1.73,-14.02,ACT,QLD,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro,300.0,0.329,5.81,2.01,14.81,35.03,20.23,31.5,40.26,8.76,NT,WA,
BMW 7 Series i7 M70 xDrive,250.0,0.386,8.1,189.74,14.47,3842.24,3827.76,26.25,46.78,20.53,QLD,WA,
BMW 5 Series i5 M60 xDrive,250.0,0.07,11.3,89.99,2.63,2542.22,2539.59,26.25,65.26,39.01,NSW,NT,
Volvo C40 Recharge,150.0,0.07,9.03,2.13,1.58,28.85,27.28,15.75,31.29,15.54,SA,ACT,
