timestamp,weekly_km,trip_length,driving_frequency,driving_type,road_trips,car_ownership,fuel_efficiency,monthly_fuel_spend,home_charging,solar_panels,charging_preference,budget,priorities,postcode,cluster
25/08/2025 10:24,88,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.8,38.78,Yes,No,Home,">$80,000","Cost savings, Charging convenience",3579,3
10/08/2025 21:54,221,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,63.04,No,No,Home,Not sure/ Just exploring,"Performance, Cost savings",3076,1
28/07/2025 19:14,65,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.4,41.56,No,No,Public stations,Not sure/ Just exploring,"Environmental impact, Cost savings",3885,3
31/07/2025 16:58,95,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,9.5,42.57,No,No,Home,"<$40,000","Environmental impact, Performance",3021,3
22/08/2025 3:07,38,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,6.4,28.05,Yes,No,Work,"$40,000-$60,000","Environmental impact, Charging convenience",3109,3
31/07/2025 8:02,86,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,6.5,28.99,Yes,No,Home,Not sure/ Just exploring,"Cost savings, Charging convenience",3803,3
10/08/2025 5:53,211,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,9.8,152.61,No,No,Home,"<$40,000","Charging convenience, Cost savings",3161,1
1/08/2025 4:08,207,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10,140.77,No,No,Home,"<$40,000","Cost savings, Brand reputation",3200,1
4/08/2025 12:17,69,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,7.1,39.33,Yes,No,Home,Not sure/ Just exploring,"Tech features, Environmental impact",3091,3
5/08/2025 15:45,66,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.8,52.75,Yes,No,No preference,"<$40,000","Tech features, Charging convenience",3144,3
3/08/2025 20:28,65,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,13.6,Yes,No,Home,Not sure/ Just exploring,"Brand reputation, Environmental impact",3622,3
23/07/2025 7:21,35,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,10.2,36.18,Yes,Yes,Work,"<$40,000","Tech features, Charging convenience",3265,3
20/08/2025 16:05,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,6.3,31.22,Yes,Yes,Home,"$40,000-$60,000","Brand reputation, Tech features",3321,3
17/08/2025 19:31,68,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,7.8,43.01,Yes,No,Home,Not sure/ Just exploring,"Tech features, Brand reputation",3360,3
31/07/2025 3:43,71,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Hybrid,2.7,12.06,No,Yes,Work,"$60,000 -$80,000","Brand reputation, Charging convenience",3923,3
31/07/2025 10:57,38,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.6,13.96,Yes,No,Public stations,"$60,000 -$80,000","Charging convenience, Tech features",3127,3
28/07/2025 6:38,521,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,8.9,312.04,Yes,No,Work,"$40,000-$60,000","Cost savings, Environmental impact",3127,2
3/08/2025 21:41,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,4.5,6.88,Yes,No,Home,">$80,000","Charging convenience, Brand reputation",3733,3
26/08/2025 19:59,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,6.8,36.94,Yes,Yes,Public stations,Not sure/ Just exploring,"Performance, Brand reputation",3682,3
27/08/2025 6:40,65,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.2,49.55,Yes,No,Home,"$60,000 -$80,000","Environmental impact, Tech features",3673,3
7/08/2025 9:26,45,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,6.4,13.01,No,No,Public stations,"$60,000 -$80,000","Tech features, Performance",3870,3
1/08/2025 6:20,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7.8,8.3,No,No,No preference,">$80,000","Charging convenience, Brand reputation",3137,3
30/07/2025 13:29,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.7,22.61,Yes,No,Home,"$40,000-$60,000","Brand reputation, Charging convenience",3033,3
11/08/2025 5:57,85,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Diesel,6.7,38.59,No,No,Work,">$80,000","Brand reputation, Environmental impact",3711,3
23/07/2025 12:20,68,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,7.8,22.89,No,No,Public stations,"$40,000-$60,000","Cost savings, Charging convenience",3517,3
31/07/2025 12:41,214,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,5.4,68.27,No,No,Public stations,"<$40,000","Performance, Brand reputation",3047,1
27/07/2025 10:09,90,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Diesel,6.7,35.8,Yes,No,Home,Not sure/ Just exploring,"Brand reputation, Environmental impact",3042,3
1/08/2025 23:14,37,Mostly medium trips (10-50 km),Occasionally,A mix of city/suburban and highway driving,No,Yes - Hybrid,5.4,27.65,Yes,Yes,Home,Not sure/ Just exploring,"Performance, Charging convenience",3987,3
13/08/2025 6:28,45,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,3.6,28.88,No,No,Work,"$60,000 -$80,000","Cost savings, Environmental impact",3070,3
13/08/2025 9:05,35,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,9.5,37.95,Yes,No,Home,">$80,000","Environmental impact, Charging convenience",3103,3
23/07/2025 1:26,526,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,9,353.1,No,No,No preference,"<$40,000","Environmental impact, Charging convenience",3802,2
29/07/2025 19:36,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.6,19.31,Yes,Yes,Public stations,"$60,000 -$80,000","Environmental impact, Cost savings",3214,3
13/08/2025 8:54,92,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,9.9,76.78,No,No,Home,"$40,000-$60,000","Tech features, Environmental impact",3142,3
2/08/2025 4:18,213,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Diesel,9.7,143.36,Yes,No,Home,Not sure/ Just exploring,"Cost savings, Tech features",3141,1
6/08/2025 12:37,17,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.6,6.97,Yes,No,Home,">$80,000","Tech features, Cost savings",3682,3
30/07/2025 11:59,37,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,Yes - Petrol,6.8,35.45,No,No,Home,">$80,000","Brand reputation, Performance",3249,3
28/08/2025 20:41,67,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.4,34.44,Yes,Yes,Home,"$40,000-$60,000","Environmental impact, Brand reputation",3558,3
25/07/2025 11:42,45,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,10.3,32.98,No,No,Home,"$60,000 -$80,000","Cost savings, Performance",3093,3
9/08/2025 3:37,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,7.6,31.06,Yes,No,Work,"$40,000-$60,000","Environmental impact, Charging convenience",3958,3
27/07/2025 17:29,22,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.9,28.58,No,No,Home,"$60,000 -$80,000","Environmental impact, Tech features",3235,3
11/08/2025 10:08,207,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,6.4,113.13,Yes,No,Public stations,"$40,000-$60,000","Brand reputation, Performance",3283,1
25/08/2025 11:48,210,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,5.2,84.07,Yes,No,Home,"$60,000 -$80,000","Charging convenience, Brand reputation",3945,1
30/07/2025 10:03,91,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,7.2,62.04,No,No,Home,"$60,000 -$80,000","Charging convenience, Cost savings",3875,3
23/07/2025 7:48,71,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,5.7,29.71,Yes,No,Public stations,">$80,000","Brand reputation, Tech features",3715,3
2/08/2025 4:29,523,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,8.4,336.11,Yes,Yes,Work,"$40,000-$60,000","Charging convenience, Cost savings",3260,2
22/08/2025 19:26,79,Mostly long trips (>50 km),Weekly,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Hybrid,3.7,38.43,Yes,No,Home,"$40,000-$60,000","Environmental impact, Performance",3033,3
1/08/2025 11:53,38,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,2.12,Yes,No,Home,Not sure/ Just exploring,"Brand reputation, Cost savings",3757,3
17/08/2025 1:02,89,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7.1,66.33,No,Yes,Home,"<$40,000","Performance, Charging convenience",3904,3
23/07/2025 3:29,24,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8,1.08,Yes,No,Home,">$80,000","Cost savings, Tech features",3923,3
13/08/2025 1:42,85,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Diesel,5.7,32.98,No,No,Work,"$40,000-$60,000","Tech features, Charging convenience",3685,3
23/08/2025 21:30,214,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7.7,132.82,Yes,No,Home,"<$40,000","Brand reputation, Performance",3311,1
28/07/2025 20:43,22,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,3.28,No,No,Home,">$80,000","Brand reputation, Performance",3228,3
8/08/2025 2:12,68,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Hybrid,6.7,35.4,Yes,Yes,Home,Not sure/ Just exploring,"Charging convenience, Brand reputation",3090,3
31/07/2025 20:23,37,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,12.88,Yes,No,Home,"<$40,000","Performance, Brand reputation",3187,3
7/08/2025 14:03,205,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10,165.31,Yes,No,Public stations,"<$40,000","Performance, Charging convenience",3235,1
1/08/2025 3:47,522,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,9.5,378.59,Yes,No,No preference,"$40,000-$60,000","Tech features, Brand reputation",3042,2
4/08/2025 13:51,67,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,9.7,42.65,Yes,No,Public stations,"$40,000-$60,000","Cost savings, Performance",3579,3
24/08/2025 23:16,23,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.8,21.47,No,Yes,No preference,"$40,000-$60,000","Brand reputation, Tech features",3220,3
30/07/2025 20:22,211,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,9.6,131.69,Yes,No,Work,"$40,000-$60,000","Environmental impact, Charging convenience",3663,1
5/08/2025 14:18,17,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7,20.73,Yes,No,Home,"<$40,000","Environmental impact, Performance",3072,3
5/08/2025 3:45,208,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Diesel,6,82.37,Yes,Yes,Home,Not sure/ Just exploring,"Performance, Tech features",3073,1
26/08/2025 19:53,37,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,No,Yes - Petrol,10.1,24.4,Yes,No,Public stations,"$40,000-$60,000","Tech features, Cost savings",3695,3
11/08/2025 0:58,35,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.3,37.43,Yes,Yes,Public stations,"<$40,000","Tech features, Charging convenience",3540,3
23/08/2025 2:32,91,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,No - I don't own a car,0,18,No,No,Home,"$60,000 -$80,000","Tech features, Brand reputation",3544,3
28/08/2025 2:14,44,Mostly medium trips (10-50 km),Occasionally,A mix of city/suburban and highway driving,No,Yes - Petrol,9.4,39.33,No,No,Home,Not sure/ Just exploring,"Performance, Charging convenience",3371,3
23/08/2025 9:38,212,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Hybrid,3.4,59.85,Yes,Yes,Work,">$80,000","Charging convenience, Environmental impact",3043,1
29/08/2025 12:20,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.3,7.4,Yes,No,Home,Not sure/ Just exploring,"Tech features, Environmental impact",3428,3
25/07/2025 22:11,15,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,5.8,12.74,No,No,Home,">$80,000","Environmental impact, Tech features",3467,3
25/08/2025 6:05,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.1,36.88,Yes,No,Home,">$80,000","Tech features, Brand reputation",3725,3
22/08/2025 10:49,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.5,19.79,Yes,Yes,Work,"<$40,000","Tech features, Performance",3328,3
25/07/2025 1:46,211,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,5.5,94.59,No,No,No preference,"$60,000 -$80,000","Charging convenience, Environmental impact",3701,1
1/08/2025 17:43,20,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,5.5,4.07,Yes,No,Public stations,Not sure/ Just exploring,"Tech features, Brand reputation",3446,3
27/07/2025 17:57,75,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7,34.49,No,Yes,Home,"$40,000-$60,000","Brand reputation, Charging convenience",3953,3
24/08/2025 11:19,87,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,6.8,26.38,No,Yes,No preference,Not sure/ Just exploring,"Charging convenience, Environmental impact",3351,3
13/08/2025 23:43,522,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Diesel,5.1,191.71,No,No,Work,"<$40,000","Charging convenience, Environmental impact",3501,0
3/08/2025 3:49,73,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,7.2,26.54,Yes,Yes,Work,"<$40,000","Tech features, Brand reputation",3130,3
24/08/2025 14:28,37,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.7,22.31,Yes,Yes,Public stations,">$80,000","Brand reputation, Environmental impact",3342,3
25/08/2025 9:41,73,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,No - I don't own a car,0,1,Yes,Yes,No preference,Not sure/ Just exploring,"Cost savings, Brand reputation",3531,3
23/07/2025 1:23,74,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,8.6,26.66,No,No,Home,"$60,000 -$80,000","Charging convenience, Environmental impact",3781,3
13/08/2025 4:20,24,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,5.76,Yes,No,Work,">$80,000","Environmental impact, Cost savings",3715,3
10/08/2025 16:18,91,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,6.3,37.03,Yes,No,Home,"<$40,000","Performance, Brand reputation",3856,3
25/07/2025 2:11,40,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,9.6,No,No,No preference,Not sure/ Just exploring,"Charging convenience, Performance",3250,3
19/08/2025 3:07,222,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,9.7,151.12,Yes,No,Home,"<$40,000","Performance, Cost savings",3663,1
29/08/2025 15:17,65,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,8.7,44.32,No,No,No preference,"<$40,000","Tech features, Cost savings",3953,3
17/08/2025 13:51,73,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Hybrid,4.9,20.23,Yes,No,Work,Not sure/ Just exploring,"Cost savings, Brand reputation",3821,3
3/08/2025 19:49,21,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.4,23.47,No,No,Home,"$40,000-$60,000","Brand reputation, Tech features",3132,3
17/08/2025 22:48,19,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10,17.93,No,No,Home,Not sure/ Just exploring,"Brand reputation, Tech features",3460,3
9/08/2025 22:48,93,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,6.4,29.64,Yes,No,Home,">$80,000","Charging convenience, Tech features",3546,3
4/08/2025 10:04,91,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.4,62.72,Yes,No,No preference,"<$40,000","Tech features, Environmental impact",3701,3
10/08/2025 12:49,67,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,9.7,61.65,Yes,Yes,Public stations,"$40,000-$60,000","Brand reputation, Charging convenience",3172,3
6/08/2025 10:33,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8.7,35.79,Yes,Yes,Home,Not sure/ Just exploring,"Charging convenience, Performance",3218,3
29/08/2025 10:51,21,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7.1,0,Yes,No,Home,"$40,000-$60,000","Brand reputation, Environmental impact",3047,3
3/08/2025 8:44,73,Mostly long trips (>50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Hybrid,5.3,27.37,Yes,No,No preference,"$40,000-$60,000","Brand reputation, Tech features",3785,3
27/08/2025 4:30,213,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Diesel,6,103.35,Yes,No,Work,"$60,000 -$80,000","Environmental impact, Brand reputation",3631,1
24/07/2025 10:56,521,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Diesel,5.1,174.37,Yes,Yes,Public stations,">$80,000","Performance, Charging convenience",3150,0
13/08/2025 15:13,224,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Diesel,5.9,89.23,Yes,Yes,Public stations,">$80,000","Charging convenience, Cost savings",3620,1
31/07/2025 7:56,17,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,No - I don't own a car,0,11,Yes,No,Work,">$80,000","Performance, Tech features",3160,3
18/08/2025 22:01,67,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Hybrid,3.1,32.23,No,No,Public stations,"$40,000-$60,000","Performance, Environmental impact",3201,3
26/07/2025 2:44,225,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Electric,0,46,Yes,No,Home,">$80,000","Performance, Brand reputation",3156,1
7/08/2025 19:27,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.9,29.25,Yes,No,No preference,">$80,000","Environmental impact, Tech features",3314,3
27/08/2025 4:39,530,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Diesel,10,330.8,Yes,Yes,No preference,"$40,000-$60,000","Cost savings, Tech features",3124,2
28/08/2025 4:54,16,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,9.6,23.26,No,No,Home,"<$40,000","Charging convenience, Tech features",3649,3
18/08/2025 4:31,206,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Electric,0,68.44,No,No,Home,"<$40,000","Cost savings, Brand reputation",3730,1
18/08/2025 23:34,529,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,10.1,406.74,No,No,Public stations,"$60,000 -$80,000","Performance, Environmental impact",3072,2
25/08/2025 21:32,88,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,10.1,46.17,Yes,Yes,Home,"$60,000 -$80,000","Environmental impact, Tech features",3821,3
22/08/2025 20:21,73,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,3.9,26.87,Yes,Yes,Work,">$80,000","Cost savings, Tech features",3201,3
28/07/2025 5:16,75,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,6.2,37.09,Yes,No,Home,">$80,000","Performance, Tech features",3128,3
23/07/2025 17:13,70,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Hybrid,5.6,16.74,Yes,Yes,Home,Not sure/ Just exploring,"Environmental impact, Tech features",3021,3
1/08/2025 7:01,530,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.2,359.51,Yes,No,No preference,"<$40,000","Charging convenience, Cost savings",3141,2
12/08/2025 9:19,43,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,6.6,29.73,Yes,No,Work,"$40,000-$60,000","Charging convenience, Performance",3212,3
24/08/2025 9:52,67,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,13.08,Yes,No,Work,">$80,000","Brand reputation, Charging convenience",3393,3
4/08/2025 18:06,93,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,9.4,82.1,No,No,Home,"$40,000-$60,000","Performance, Charging convenience",3672,3
14/08/2025 19:55,228,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.3,148.47,No,No,Public stations,"$60,000 -$80,000","Brand reputation, Performance",3333,1
3/08/2025 17:42,70,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10.1,51.84,No,Yes,Home,">$80,000","Environmental impact, Cost savings",3546,3
26/08/2025 20:51,45,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,No,Yes - Petrol,7.1,9.43,No,No,Home,Not sure/ Just exploring,"Cost savings, Brand reputation",3150,3
25/08/2025 16:29,42,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,No,Yes - Hybrid,3.4,24.47,Yes,No,Home,Not sure/ Just exploring,"Brand reputation, Tech features",3221,3
24/08/2025 16:42,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.2,37.45,Yes,No,Home,">$80,000","Performance, Tech features",3664,3
18/08/2025 6:46,43,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,7.2,8.7,No,No,Work,">$80,000","Tech features, Brand reputation",3391,3
15/08/2025 17:40,223,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Electric,0,43.52,Yes,Yes,Home,">$80,000","Cost savings, Brand reputation",3267,1
16/08/2025 19:48,75,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.4,45.19,No,No,Public stations,"<$40,000","Cost savings, Environmental impact",3113,3
15/08/2025 16:40,66,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.2,45,Yes,No,Home,"$60,000 -$80,000","Tech features, Charging convenience",3544,3
6/08/2025 14:18,41,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.5,37.54,Yes,No,Home,Not sure/ Just exploring,"Charging convenience, Brand reputation",3315,3
20/08/2025 20:59,68,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,6.4,12.91,No,No,Home,Not sure/ Just exploring,"Tech features, Environmental impact",3373,3
10/08/2025 19:33,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,17.56,Yes,No,Home,"<$40,000","Cost savings, Tech features",3665,3
21/08/2025 16:12,68,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Hybrid,6.6,25.91,Yes,No,Home,Not sure/ Just exploring,"Environmental impact, Cost savings",3221,3
5/08/2025 0:44,18,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.6,20.99,Yes,No,Work,"<$40,000","Tech features, Charging convenience",3971,3
17/08/2025 19:48,74,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.2,39.64,Yes,No,Public stations,">$80,000","Tech features, Environmental impact",3871,3
